game,setCode,cardId,cardNumber,name,rarity,condition,sellPriceJpy,buyPriceJpy,buyPriceBaseJpy,buyPriceBoosted,spreadJpy,stock,availability,imageUrl,url,scrapedAt
ws,osk2.0,10164,OSK/S121-071S,観劇デート 黒川あかね,SR,near_mint,220,50,,False,170,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10164.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10164,2026-09-16T19:44:56.462791+00:00
ws,osk2.0,10165,OSK/S121-072S,観劇デート アクア,SR,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10165.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10165,2026-09-16T19:44:56.462795+00:00
ws,osk2.0,10166,OSK/S121-073S,クリスマスデート 黒川あかね,SR,near_mint,1280,600,,False,680,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10166.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10166,2026-09-16T19:44:56.462799+00:00
ws,osk2.0,10167,OSK/S121-074S,強烈な感情演技 アクア -刀鬼-,SR,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10167.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10167,2026-09-16T19:44:56.462802+00:00
ws,osk2.0,10168,OSK/S121-075S,天才の演技 黒川あかね -鞘姫-,SR,near_mint,3480,2200,,False,1280,1,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10168.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10168,2026-09-16T19:44:56.462806+00:00
ws,osk2.0,10169,OSK/S121-076S,恩人 吉祥寺頼子,SR,near_mint,180,20,,False,160,4,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10169.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10169,2026-09-16T19:44:56.462809+00:00
ws,osk2.0,10170,OSK/S121-077S,プクーッ 黒川あかね,SR,near_mint,220,50,,False,170,1,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10170.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10170,2026-09-16T19:44:56.462813+00:00
ws,osk2.0,10171,OSK/S121-078S,これからのこと　黒川あかね,SR,near_mint,500,200,,False,300,1,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10171.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10171,2026-09-16T19:44:56.462816+00:00
ws,osk2.0,10172,OSK/S121-079S,不完全な恋愛感情 黒川あかね,SR,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10172.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10172,2026-09-16T19:44:56.462820+00:00
ws,osk2.0,10173,OSK/S121-080S,別れ話 アクア,SR,near_mint,2980,2000,,False,980,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10173.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10173,2026-09-16T19:44:56.462823+00:00
ws,osk2.0,10174,OSK/S121-081S,“付き合ってる”の意味 アクア,SR,near_mint,120,,,False,,10,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10174.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10174,2026-09-16T19:44:56.462826+00:00
ws,osk2.0,10175,OSK/S121-082S,“カノジョ”として 黒川あかね,SR,near_mint,320,100,,False,220,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10175.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10175,2026-09-16T19:44:56.462830+00:00
ws,osk2.0,10176,OSK/S121-083S,公演成功のため 雷田澄彰,SR,near_mint,180,10,,False,170,3,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10176.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10176,2026-09-16T19:44:56.462833+00:00
ws,osk2.0,10177,OSK/S121-084S,原作者 鮫島アビ子,SR,near_mint,180,,,False,,5,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10177.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10177,2026-09-16T19:44:56.462836+00:00
ws,osk2.0,10178,OSK/S121-085S,売れっ子脚本家 GOA,SR,near_mint,180,,,False,,7,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10178.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10178,2026-09-16T19:44:56.462840+00:00
ws,osk2.0,10179,OSK/S121-086S,それぞれの戦い方 アクア-刀鬼-,SR,near_mint,180,,,False,,9,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10179.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10179,2026-09-16T19:44:56.462845+00:00
ws,osk2.0,10180,OSK/S121-087S,心の枷 アクア,SR,near_mint,180,,,False,,10,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10180.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10180,2026-09-16T19:44:56.462848+00:00
ws,osk2.0,10181,OSK/S121-088S,揺れ動くファン心 黒川あかね -鞘姫-,SR,near_mint,180,,,False,,9,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10181.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10181,2026-09-16T19:44:56.462853+00:00
ws,osk2.0,10182,OSK/S121-089S,“匁”鴨志田朔夜,SR,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10182.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10182,2026-09-16T19:44:56.462856+00:00
ws,osk2.0,10183,OSK/S121-090S,キスの意味 黒川あかね,SR,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10183.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10183,2026-09-16T19:44:56.462860+00:00
ws,osk2.0,10184,OSK/S121-091S,“鞘姫”黒川あかね,SR,near_mint,120,,,False,,10,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10184.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10184,2026-09-16T19:44:56.462863+00:00
ws,osk2.0,10185,OSK/S121-092S,役者としての矜持 アクア,SR,near_mint,180,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10185.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10185,2026-09-16T19:44:56.462867+00:00
ws,osk2.0,10186,OSK/S121-093S,氷のように冷たく アクア -刀鬼-,SR,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10186.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10186,2026-09-16T19:44:56.462870+00:00
ws,osk2.0,10187,OSK/S121-094S,思った通りの反応 黒川あかね,SR,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10187.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10187,2026-09-16T19:44:56.462873+00:00
ws,osk2.0,10188,OSK/S121-095S,キャラ考察 黒川あかね,SR,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10188.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10188,2026-09-16T19:44:56.462877+00:00
ws,osk2.0,10189,OSK/S121-096S,アイ無限恒久永遠推し!!!,SR,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10189.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10189,2026-09-16T19:44:56.462880+00:00
ws,osk2.0,10002,OSK/S121-001,役者としての矜持 有馬かな,RR,near_mint,320,20,,False,300,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10002.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10002,2026-09-16T19:44:56.462884+00:00
ws,osk2.0,10003,OSK/S121-002,どれにしようかな？MEMちょ,RR,near_mint,180,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10003.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10003,2026-09-16T19:44:56.462888+00:00
ws,osk2.0,10004,OSK/S121-003,自分だけの色 ルビー,RR,near_mint,120,2,,False,118,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10004.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10004,2026-09-16T19:44:56.462892+00:00
ws,osk2.0,10028,OSK/S121-027,聖夜の待ち合わせ アイ,RR,near_mint,2980,2000,,False,980,4,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10028.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10028,2026-09-16T19:44:56.462895+00:00
ws,osk2.0,10029,OSK/S121-028,水族館デート 有馬かな,RR,near_mint,780,400,,False,380,7,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10029.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10029,2026-09-16T19:44:56.462898+00:00
ws,osk2.0,10030,OSK/S121-029,自然とのふれあい ルビー,RR,near_mint,220,20,,False,200,5,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10030.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10030,2026-09-16T19:44:56.462900+00:00
ws,osk2.0,10031,OSK/S121-030,導かれし双星 アクア&ルビー,RR,near_mint,680,300,,False,380,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10031.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10031,2026-09-16T19:44:56.462902+00:00
ws,osk2.0,10066,OSK/S121-065,コーヒーを片手に アクア,RR,near_mint,2480,1800,,False,680,3,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10066.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10066,2026-09-16T19:44:56.462906+00:00
ws,osk2.0,10067,OSK/S121-066,役者としての矜持 黒川あかね,RR,near_mint,120,2,,False,118,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10067.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10067,2026-09-16T19:44:56.462908+00:00
ws,osk2.0,10068,OSK/S121-067,星降る夜に 黒川あかね,RR,near_mint,500,50,,False,450,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10068.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10068,2026-09-16T19:44:56.462910+00:00
ws,osk2.0,10005,OSK/S121-004,Happy Halloween！ ルビー,R,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10005.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10005,2026-09-16T19:44:56.462913+00:00
ws,osk2.0,10006,OSK/S121-005,人気配信者への道 MEMちょ,R,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10006.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10006,2026-09-16T19:44:56.462915+00:00
ws,osk2.0,10007,OSK/S121-006,怒涛の撮影スケジュール MEMちょ,R,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10007.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10007,2026-09-16T19:44:56.462917+00:00
ws,osk2.0,10008,OSK/S121-007,Happy Halloween！ MEMちょ,R,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10008.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10008,2026-09-16T19:44:56.462920+00:00
ws,osk2.0,10009,OSK/S121-008,朝霧の邂逅 ルビー,R,near_mint,220,50,,False,170,2,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10009.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10009,2026-09-16T19:44:56.462922+00:00
ws,osk2.0,10010,OSK/S121-009,ルームツアー動画 有馬かな,R,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10010.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10010,2026-09-16T19:44:56.462924+00:00
ws,osk2.0,10032,OSK/S121-031,謹賀新年 有馬かな,R,near_mint,180,5,,False,175,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10032.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10032,2026-09-16T19:44:56.462927+00:00
ws,osk2.0,10033,OSK/S121-032,復讐の炎 ルビー,R,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10033.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10033,2026-09-16T19:44:56.462929+00:00
ws,osk2.0,10034,OSK/S121-033,謹賀新年 ルビー,R,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10034.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10034,2026-09-16T19:44:56.462931+00:00
ws,osk2.0,10035,OSK/S121-034,あと、もう少しだけ… 有馬かな,R,near_mint,220,20,,False,200,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10035.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10035,2026-09-16T19:44:56.462933+00:00
ws,osk2.0,10036,OSK/S121-035,願い続けた夢 アイ,R,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10036.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10036,2026-09-16T19:44:56.462936+00:00
ws,osk2.0,10037,OSK/S121-036,双子の絆 アクア＆ルビー,R,near_mint,180,10,,False,170,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10037.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10037,2026-09-16T19:44:56.462938+00:00
ws,osk2.0,10038,OSK/S121-037,素直な感想 アイ,R,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10038.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10038,2026-09-16T19:44:56.462940+00:00
ws,osk2.0,10039,OSK/S121-038,授業参観 ルビー,R,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10039.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10039,2026-09-16T19:44:56.462943+00:00
ws,osk2.0,10069,OSK/S121-068,役の作り込み 黒川あかね,R,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10069.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10069,2026-09-16T19:44:56.462945+00:00
ws,osk2.0,10070,OSK/S121-069,宮崎観光 アクア&黒川あかね,R,near_mint,180,30,,False,150,0,Sold Out,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10070.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10070,2026-09-16T19:44:56.462949+00:00
ws,osk2.0,10071,OSK/S121-070,舞台に生きる 黒川あかね,R,near_mint,320,30,,False,290,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10071.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10071,2026-09-16T19:44:56.462951+00:00
ws,osk2.0,10072,OSK/S121-071,観劇デート 黒川あかね,R,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10072.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10072,2026-09-16T19:44:56.462953+00:00
ws,osk2.0,10073,OSK/S121-072,観劇デート アクア,R,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10073.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10073,2026-09-16T19:44:56.462956+00:00
ws,osk2.0,10074,OSK/S121-073,クリスマスデート 黒川あかね,R,near_mint,80,2,,False,78,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10074.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10074,2026-09-16T19:44:56.462958+00:00
ws,osk2.0,10075,OSK/S121-074,強烈な感情演技 アクア -刀鬼-,R,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10075.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10075,2026-09-16T19:44:56.462960+00:00
ws,osk2.0,10076,OSK/S121-075,天才の演技 黒川あかね -鞘姫-,R,near_mint,180,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10076.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10076,2026-09-16T19:44:56.462963+00:00
ws,osk2.0,10011,OSK/S121-010,恋バナ ルビー,U,near_mint,50,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10011.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10011,2026-09-16T19:44:56.462965+00:00
ws,osk2.0,10012,OSK/S121-011,クリエイター仲間 MEMちょ,U,near_mint,50,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10012.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10012,2026-09-16T19:44:56.462967+00:00
ws,osk2.0,10013,OSK/S121-012,映像クリエイター アネモネ・モネモネ,U,near_mint,50,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10013.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10013,2026-09-16T19:44:56.462970+00:00
ws,osk2.0,10014,OSK/S121-013,レスバ強者 有馬かな,U,near_mint,180,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10014.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10014,2026-09-16T19:44:56.462972+00:00
ws,osk2.0,10015,OSK/S121-014,デート服選び 有馬かな,U,near_mint,50,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10015.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10015,2026-09-16T19:44:56.462974+00:00
ws,osk2.0,10016,OSK/S121-015,夜のお散歩 ルビー,U,near_mint,50,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10016.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10016,2026-09-16T19:44:56.462976+00:00
ws,osk2.0,10017,OSK/S121-016,謹賀新年 MEMちょ,U,near_mint,50,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10017.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10017,2026-09-16T19:44:56.462979+00:00
ws,osk2.0,10040,OSK/S121-039,ホワイトデー アクア,U,near_mint,80,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10040.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10040,2026-09-16T19:44:56.462981+00:00
ws,osk2.0,10041,OSK/S121-040,朝食の準備 ルビー,U,near_mint,50,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10041.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10041,2026-09-16T19:44:56.462983+00:00
ws,osk2.0,10042,OSK/S121-041,舞台に生きる 有馬かな,U,near_mint,50,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10042.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10042,2026-09-16T19:44:56.462986+00:00
ws,osk2.0,10043,OSK/S121-042,残念な第一印象 ルビー,U,near_mint,50,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10043.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10043,2026-09-16T19:44:56.462988+00:00
ws,osk2.0,10044,OSK/S121-043,ホームパーティー 有馬かな,U,near_mint,50,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10044.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10044,2026-09-16T19:44:56.462992+00:00
ws,osk2.0,10045,OSK/S121-044,調整役 有馬かな -ツルギ-,U,near_mint,50,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10045.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10045,2026-09-16T19:44:56.462995+00:00
ws,osk2.0,10046,OSK/S121-045,近況報告 ルビー,U,near_mint,50,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10046.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10046,2026-09-16T19:44:56.462997+00:00
ws,osk2.0,10047,OSK/S121-046,ルームツアー動画 ルビー,U,near_mint,50,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10047.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10047,2026-09-16T19:44:56.463000+00:00
ws,osk2.0,10048,OSK/S121-047,“ブレイド”姫川大輝,U,near_mint,180,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10048.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10048,2026-09-16T19:44:56.463002+00:00
ws,osk2.0,10049,OSK/S121-048,夕涼み アクア,U,near_mint,50,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10049.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10049,2026-09-16T19:44:56.463005+00:00
ws,osk2.0,10050,OSK/S121-049,新衣装 有馬かな,U,near_mint,50,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10050.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10050,2026-09-16T19:44:56.463007+00:00
ws,osk2.0,10051,OSK/S121-050,眩い太陽 有馬かな -ツルギ-,U,near_mint,50,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10051.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10051,2026-09-16T19:44:56.463009+00:00
ws,osk2.0,10077,OSK/S121-076,恩人 吉祥寺頼子,U,near_mint,50,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10077.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10077,2026-09-16T19:44:56.463015+00:00
ws,osk2.0,10078,OSK/S121-077,プクーッ 黒川あかね,U,near_mint,50,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10078.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10078,2026-09-16T19:44:56.463018+00:00
ws,osk2.0,10079,OSK/S121-078,これからのこと　黒川あかね,U,near_mint,50,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10079.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10079,2026-09-16T19:44:56.463020+00:00
ws,osk2.0,10080,OSK/S121-079,不完全な恋愛感情 黒川あかね,U,near_mint,50,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10080.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10080,2026-09-16T19:44:56.463023+00:00
ws,osk2.0,10081,OSK/S121-080,別れ話 アクア,U,near_mint,320,100,,False,220,4,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10081.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10081,2026-09-16T19:44:56.463025+00:00
ws,osk2.0,10082,OSK/S121-081,“付き合ってる”の意味 アクア,U,near_mint,50,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10082.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10082,2026-09-16T19:44:56.463027+00:00
ws,osk2.0,10083,OSK/S121-082,“カノジョ”として 黒川あかね,U,near_mint,120,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10083.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10083,2026-09-16T19:44:56.463030+00:00
ws,osk2.0,10084,OSK/S121-083,公演成功のため 雷田澄彰,U,near_mint,50,2,,False,48,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10084.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10084,2026-09-16T19:44:56.463032+00:00
ws,osk2.0,10085,OSK/S121-084,原作者 鮫島アビ子,U,near_mint,50,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10085.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10085,2026-09-16T19:44:56.463034+00:00
ws,osk2.0,10018,OSK/S121-017,POP IN 2 MEMちょ,C,near_mint,30,2,,False,28,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10018.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10018,2026-09-16T19:44:56.463037+00:00
ws,osk2.0,10019,OSK/S121-018,POP IN 2 有馬かな,C,near_mint,30,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10019.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10019,2026-09-16T19:44:56.463040+00:00
ws,osk2.0,10020,OSK/S121-019,POP IN 2 ルビー,C,near_mint,30,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10020.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10020,2026-09-16T19:44:56.463043+00:00
ws,osk2.0,10021,OSK/S121-020,だだっ子 ルビー,C,near_mint,30,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10021.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10021,2026-09-16T19:44:56.463045+00:00
ws,osk2.0,10022,OSK/S121-021,よくある話 有馬かな,C,near_mint,30,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10022.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10022,2026-09-16T19:44:56.463048+00:00
ws,osk2.0,10023,OSK/S121-022,注目のきっかけ,C,near_mint,30,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10023.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10023,2026-09-16T19:44:56.463050+00:00
ws,osk2.0,10052,OSK/S121-051,血縁関係 姫川大輝,C,near_mint,30,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10052.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10052,2026-09-16T19:44:56.463053+00:00
ws,osk2.0,10053,OSK/S121-052,“可愛く”魅せる 有馬かな,C,near_mint,50,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10053.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10053,2026-09-16T19:44:56.463055+00:00
ws,osk2.0,10054,OSK/S121-053,スマートなエスコート アクア,C,near_mint,30,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10054.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10054,2026-09-16T19:44:56.463057+00:00
ws,osk2.0,10055,OSK/S121-054,胸の内のもや 有馬かな,C,near_mint,50,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10055.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10055,2026-09-16T19:44:56.463060+00:00
ws,osk2.0,10056,OSK/S121-055,力不足 鳴嶋メルト,C,near_mint,30,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10056.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10056,2026-09-16T19:44:56.463062+00:00
ws,osk2.0,10057,OSK/S121-056,“キザミ”鳴嶋メルト,C,near_mint,30,,,False,,,In Stock,https://card.yuyu-tei.jp/ws/100_140/osk2.0/10057.jpg,https://yuyu-tei.jp/sell/ws/card/osk2.0/10057,2026-09-16T19:44:56.463064+00:00
